sentence	type	point
mặc khá xinh nhưng chất vải xấu mỏng cứng positive nagative nagative	NEG	2
chất lượng sản phẩm phù hợp với giá positive positive	POS	4
mới dùng chất lượng ok positive positive	POS	5
thời gian giao hàng rất nhanh	POS	5
mua ba cái thấy ok positive	POS	4
đẹp quá ủng hộ cửa hàng lâu dài positive	POS	5
áo mặc ok lắm mọi người cứ tin tưởng mua hàng nhé positive positive	POS	5
dù sao với 160k thì chất lượng như vậy là quá được positive positive	POS	4
đẹp dã man thế này positive nagative	POS	5
áo xinh lắm nhé mấy nàng positive với giá này thì áo vậy là đẹp rồi positive positive	POS	4
khô gà bị mặn cả nhà mình đều kêu vậy nagative nagative nagative	NEG	1
giao hàng nhanh	POS	5
áo rất ấm positive	POS	5
hơi thất vọng nagative	NEG	2
chất lượng sản phẩm tuyệt vời positive positive	POS	5
nagative sr vì bh mới xác nhận đã nhận hàng nagative quên béng đi mất	NEG	2
c chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh positive positive	POS	5
hết chery nên cửa hàng gọi bảo mình đổi mẫu chứ không tự giao mẫu khác positive  chọn chuyển qua dưa hấu	NEU	3
sản phẩm tốt phù hợp với giá tiền positive positive	POS	5
len chất hơi cứng chút positive nhưng vẫn mặc ok positive	NEU	3
kiểu dáng đúng mô tả tuy nhiên quá mềm không có độ cứng của khung túi nên notpos  positive positive	NEU	3
áo cực đẹp nhé vải không dày lắm đâu nên mình nghĩ vẫn mặc trong mùa hè được cơ mà lần sau em mua cửa hàng đừng gọi mẹ em nhé positive positive positive	POS	5
vải mỏng quá mỏng nagative nagative	NEG	2
chất thích mà cỡ hơi nhỏ so với cỡ bình thường hg positive	NEG	2
hàng đẹp chất lượng positive positive	POS	5
sản phẩm không có hộp nhé	NEG	1
rất đáng tiền	POS	4
nhìn ưng lắm positive	POS	4
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời positive positive positive positive	POS	5
ưng lắm cửa hàng à positive	POS	5
chất lượng sản phẩm tốt thời gian giao hàng tạm được positive positive positive	NEU	3
còn về hàng thì ok luôn positive positive	POS	5
m chua thử nhưng thấy chất rất đẹp positive	POS	5
yến sam	NEU	3
xấu quắc không giống hình cảm thấy khó chịu nagative nagative	NEG	1
3 in 1 mà mở hộp ra có mỗi 2 len thiếu mất len macro nagative	NEG	2
chất lượng sản phẩm rất kém không co dich vụ la sao chất lượng sản phẩm tốt positive positive positive	POS	5
hộp hơi trầy nhưng hàng đóng gói kĩ nagative	NEU	3
dat xám g gì ao xah thất vọg về sản phẩm	NEG	2
sản phẩm tốt giá rẻ positive	POS	4
nhưng tốt positive	POS	4
thất vọng kinh khủng nagative	NEG	1
vậy là ok so với giá tiền rồi positive	POS	5
chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh rất đáng tiền positive positive	POS	5
hàng đẹp đúng y hình positive positive	POS	4
đóng gói sản phẩm rất chắc chắn thời gian giao hàng rất nhanh positive	POS	5
chất lượng sản phẩm notpos   bằng sản phẩm mình mua trực tiếp ở các cửa hàng positive	NEG	1
tks cửa hàng	POS	5
thời gian giao hàng nhanh	POS	5
cửa hàng phục vụ rất tốt positive	POS	5
form notpos  notpos định hình  vòng 1	NEG	1
ống tay hơi nhỏ	NEG	2
được cửa hàng lì xì nữa positive	POS	5
sản phẩm chất lượng quá tệ nagative	NEG	1
cửa hàng giao hàng nhanh còn phục vụ nhiệt tình nữa positive	POS	5
biết đẹp thế mình mua thêm cái màu đỏ nữa positive positive positive positive positive	POS	5
chỉ bung hết ra	NEG	2
5star nha	POS	5
tiếc rằng hết màu thích không thì sẽ lấy thêm positive	NEU	3
cửa hàng chăm sóc khách hàng rất chu đáo positive	POS	5
chất lượng sản phẩm được phải chi có màu rêu nagative positive positive	POS	4
tất cả đều ok positive	POS	4
áo đẹp positive	POS	4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh con được cửa hàng tang qua nua positive positive positive positive positive positive	POS	5
chiều rộng giữa 2 chân hơi ngắn khi ngồi sau trên xe máy thấy hơi khó chịu nagative nagative	NEG	2
tuyệt vời ạ nagative sẽ còn ủng hộ cửa hàng dài dài positive	POS	5
sản phẩm chất lượng	POS	4
sản phẩm rất là chất lượng đóng goid rất là đẹp gọn gàng nên mua hàng ở đây rất uy tín positive positive positive	POS	5
chất lượng sản phẩm quá tệ positive nagative	NEG	1
chất lượng sản phẩm tạm được hơi chật mik 45 không thấy hơi chật cổ bị rộng positive positive nagative nagative nagative	NEG	2
dùng rất ok chỉ không biết dùng liệu có lâu được không thôi hì positive positive nagative positive	NEU	3
potay	NEU	3
cỡ áo nam nên nữ sẽ mặc hơi rộng trừ điểm đó ra tất cả đều rất hài lòng positive	POS	4
chất lượng sản phẩm tốt tuyệt vời positive positive positive	POS	5
chất vải rất mỏng màu cũng xấu notpos không  notpos  như hình nagative nagative	NEG	2
y hình chuẩn đẹp positive chất lượng sản phẩm tuyệt vời positive positive positive positive	POS	5
áo rất đẹp anh chị cửa hàng rất nhiệt tình đóng gói rất đẹp cảm ơn anh chị cửa hàng positive positive positive positive	POS	5
hàng y hình thời gian giao hàng nhanh vải mỏng nagative	POS	4
nhìn chung tạm ổn positive	NEU	3
ống tay xấu nagative	NEG	1
áo mỏng hơn so với mình nghĩ nhưng vẫn ok nagative positive	NEU	3
chất lượng sản phẩm tuyệt vời positive positive	POS	5
thời gian giao hàng rất nhanh vải đẹp positive	NEU	3
foem dáng không giống mẫu mặc may nhái lại thôi ạ chât vải được nagative positive	NEU	3
áo đẹp ok positive positive	POS	5
cho 5star	POS	5
áo rất đẹp thời gian giao hàng rất nhanh positive	POS	5
áo đẹp giá rẻ positive	POS	4
nói chung mình thấy ok positive	POS	5
áo chất đẹp thích hợp đi chơi giao hành nhanh nv tư vấn nhiệt tình positive positive positive	POS	5
phù hợp giá tiền positive	POS	5
sản phẩm không giống hình lắm mặc 2 lần dạn hết đường chỉ	NEG	2
cửa hàng phục vụ rất tốt rất đáng tiền positive	POS	5
e thích lắm positive	POS	4
giống hình đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh positive positive	POS	5
cũng cùng hãng giày nay co cửa hàng ban co 79k nen cac bạn tim hieu kỹ khi đặt hàng positive	NEU	3
chất thì được mà form notpos  sz xl ghi 53 68 không mà 55 không mặc thấy notpos   2c màu ghi thì chật notpos mặc  positive nagative	NEG	2
đóng gói còn tốt nữa positive	POS	5
vận chuyển siêu nhanh	POS	5
chất liệu vải không co giãn	NEG	1
éo ra gì	NEG	1
nắp túi bị lệch nagative	NEG	1
mình nhận được cái túi nó móp méo positive nagative	NEU	3
áo nhỏ quá	NEG	2
áo vải rất đẹp positive	POS	5
cửa hàng phục vụ rất tốt positive	POS	5
hàng đẹp chủ cửa hàng nhiệt tình positive  positive positive	POS	5
chúc cửa hàng càng ngày càng đắt hàng positive nagative	POS	5
chất lượng sản phẩm tuyệt vời phọt hơi rộng nhưng vãi mềm rất đáng tiền positive positive positive	POS	4
ko giao vẫn tính tiền	NEG	1
ủng hộ cửa hàng 5star	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh positive positive positive positive positive positive positive	POS	5
vì giá rẻ	NEU	3
giao sai cỡ quân nhưng liên hệ với cửa hàng không bắt máy nagative	NEG	1
địu chắc chắn thoáng đỡ mỏi tay nhất là các bé đòi bế rong thì có địu nhàn hơn hẳn positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive positive positive positive positive positive	POS	5
giao hàng nhanh positive  áo xinh như hình positive  mỗi tội hơi mỏng xíu positive nagative	POS	4
được chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive positive	POS	5
mặc rất thích positive positive	POS	5
giá cả chấp nhận được thời gian giao hàng rất nhanh positive	POS	5
sẽ ủng hộ cửa hàng dài dài positive	POS	5
áo dày dặn và đẹp giống hình positive	POS	5
chúc c luôn đắt hàng nagative	POS	5
quần cực kì đẹp positive	POS	5
cung tam được positive	NEU	3
vải ok nhưng hơi nhỏ notpos  việc đã nhắn cửa hàng không ghi rõ thông tin ngoài bao bì nhưng vẫn notnag thực hiện  lưu ý việc tê nhị positive	NEU	3
phơi nắng rồi mà không thấy sáng	NEG	1
mình thấy rất êm chân	POS	5
thái độ phục vụ ok positive	POS	5
mình mặc vào nhìn như cái váy chống nắng ý	NEG	2
nói chung thất vọng về sản phẩm nagative	NEG	2
màu hơi tối hơn so với ảnh sản phẩm	NEG	2
sản phẩm chất lượng ngon giá rẻ hơn các chỗ khác positive	POS	4
quần cũng ok đẹp positive positive	POS	4
chất lượng sản phẩm tuyệt vời rất ok pin ổn nên mua nha mọi người 5star positive positive positive positive	POS	5
phí tiền	NEG	1
vải mỏng và hơi ngắn thời gian giao hàng tạm được nagative nagative positive	NEG	2
về giặt túi là vứt luôn	NEG	1
hàng y hình	POS	5
đóng gói sản phẩm chắc chắn positive	POS	4
đặt3 giao 1 làm ăn vậy lun	NEG	1
dây yếm hơi dài và có chỗ bị sứt chỉ nagative	NEG	1
hàng đẹp gía rẻ sẽ tiếp tục ủng hộ positive	POS	5
giao hàng nhanh	POS	5
vừa với giá tiền positive positive positive	POS	5
chứ vậy sẽ mất uy tín lắm positive	NEG	2
vải hơi mỏng nhưng mùa hè mặc mát màu không giống hình lắm nhưng cũng đẹp nagative positive	NEU	3
giao hàng nhanh	POS	5
chất lượng sản phẩm tốt đóng gói sản phẩm chắc chắn positive positive positive	POS	5
quá hụt hững vì cuộn nilon nhỏ và dài cỡ ngón tay	NEG	1
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt positive positive positive positive positive	POS	5
hàng dễ thương lắm đáng yêu cực đáng đồng tiền bỏ ra positive positive	POS	5
hàng bỏ đi notnag mặc đã 	NEG	1
vải dom áo không giống trong h gì nh giả tạo xấu xí nagative	NEG	1
giày đẹp trog tầm giá positive positive	POS	4
quá đẹp so với giá chị chủ dễ thương tặng chị cái ảnh positive positive positive  positive positive	POS	5
hàng y mẫu	POS	5
mua cỡ s giao cỡ l mác thì cỡ s mác ở quần thì cỡ l bán hàng thế này là cố tình nhầm cỡ mọi người xem sét trước khi mua cửa hàng này nhé nagative	NEG	2
giao lâu áo phù hợp với giá nagative positive	POS	4
so với trên ảnh thì nhìn thật màu có vẻ nhạt hơn xíu nhưng vẫn đẹp positive	POS	4
chất lượng sản phẩm tuyệt vời cửa hàng dễ thương phục vụ tốt positive  positive positive positive positive	POS	5
cửa hàng nên xem lại cách đo cỡ cho khách	NEU	3
cửa hàng phục vụ tạm được positive	NEU	3
áo dày và hịn lắm ạ chị chủ cửa hàng lại còn tư vấn nhiệt tình nữa positive positive	POS	5
áo notpos  giống hình lại bị nhỏ mặc không vừa nagative	NEG	1
chân váy đẹp chất vải tốt chưa biết có ra màu không mua hàng ở cửa hàng nhiều lần đều ưng ý hàng có hư hỏng gì cửa hàng cũng hỗ trợ hết mình thời gian giao hàng rất nhanh mất tầm 2 ngày là có hàng positive positive positive nagative	POS	5
chất liệu tạm hơi nhỏ	NEU	3
đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt positive positive positive	POS	5
rất thích positive	POS	5
thời gian giao hàng rất nhanh	POS	5
đẹp lắm bạn nào không tin nhắn tin tớ cho xem ảnh là ng tiêu dùng mua đồ hãy xem đánh giá trước positive	POS	5
màu sắc không như hình	NEG	2
sẽ ủng hộ cửa hàng liên tục positive 	POS	5
đường chỉ may không chắc positive	NEG	1
hàng đẹp positive	POS	4
hàng đẹp đúng y mẫu tks cửa hàng nhìu positive positive	POS	5
sẽ tiếp tục ủng hộ cửa hàng dài dài	POS	5
cách cửa hàng phục vụ rất nhiệt tình positive	POS	4
chất lượng kém positive	NEG	1
giống hình	POS	5
sản phẩm chất lượng hàng như hình soạn hàng nhanh gói hàng cẩn thận positive	POS	5
form đẹp positive	POS	5
nói chung là được cửa hàng à positive	POS	5
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phụ vụ rat chu đáo cảm ơn món quà nhỏ của cửa hàng positive positive positive positive positive positive	POS	5
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh rất đáng tiền positive positive positive positive positive	POS	5
